Time (s)	Acceleration x (m/s^2)	Acceleration y (m/s^2)	Acceleration z (m/s^2)
2.85	-1.089886301E-3	-2.492830340E-3	1.449894282E-3
2.86	5.682074207E-4	-2.462830391E-3	1.449894282E-3
2.87	7.380824058E-4	-2.432830274E-3	2.334956624E-3
2.88	-1.015917521E-3	2.072008409E-4	2.429894108E-3
2.89	-3.097613308E-4	4.900758250E-4	1.544831765E-3
2.9	6.621761667E-4	2.251169485E-3	2.334956624E-3
2.91	7.471136405E-4	4.156013339E-3	1.544831765E-3
2.92	-1.005917538E-3	5.170950785E-3	2.334956624E-3
2.93	-3.087925825E-4	6.939888116E-3	1.544831765E-3
2.94	-2.138550881E-4	6.171794446E-3	2.334956624E-3
2.95	-2.138550881E-4	5.121794553E-3	1.544831765E-3
2.96	1.529176124E-3	4.956857002E-3	1.449894282E-3
2.97	-4.494883256E-5	3.152857021E-3	1.449894282E-3
2.98	6.241136450E-4	2.056950794E-3	2.334956624E-3
2.99	-1.598863418E-4	1.056950816E-3	2.429894108E-3
3.0	-1.129886324E-3	-7.829554146E-4	1.544831765E-3
3.0100000000000002	-3.478238383E-4	-1.827892885E-3	1.449894282E-3
3.02	-1.120855089E-3	-1.025830387E-3	1.449894282E-3
3.0300000000000002	5.382073785E-4	-1.796924179E-3	1.449894282E-3
3.04	-1.498863377E-4	-1.197991622E-4	1.449894282E-3
3.0500000000000003	-2.528863394E-4	1.813106989E-3	1.449894282E-3
3.06	6.131449091E-4	3.734075810E-3	2.334956624E-3
3.0700000000000003	-1.608550901E-4	3.865888411E-3	1.544831765E-3
3.08	-2.538550900E-4	5.566982131E-3	1.449894282E-3
3.09	-2.357925787E-4	5.659763194E-3	5.648316035E-4
3.1	-1.100855035E-3	4.710825588E-3	1.354956763E-3
3.11	-1.175792561E-3	5.431919446E-3	1.449894282E-3
3.12	-1.164823829E-3	3.713825749E-3	2.334956624E-3
3.13	-2.697613357E-4	1.731888263E-3	1.544831765E-3
3.14	-1.040855043E-3	-2.210179169E-4	1.449894282E-3
3.15	3.163776984E-4	-4.024487280E-4	1.449894282E-3
3.16	-8.877461450E-4	-2.085038472E-3	5.897836113E-4
3.17	6.372386466E-4	-2.283799073E-3	1.354956763E-3
3.18	-5.891757702E-5	-2.252830376E-3	1.449894282E-3
3.19	7.131448834E-4	-1.337767916E-3	1.449894282E-3
3.2	-6.085507824E-5	-1.230892851E-3	1.449894282E-3
3.21	-1.538550736E-4	-1.211861624E-3	1.449894282E-3
3.22	7.221761602E-4	-3.158304035E-4	1.449894282E-3
3.23	-9.359175592E-4	6.470758218E-4	1.449894282E-3
3.24	6.282074119E-4	7.310445848E-4	1.449894282E-3
3.25	8.071136317E-4	1.597075878E-3	2.334956624E-3
3.2600000000000002	7.971136442E-4	7.959820948E-4	1.544831765E-3
3.27	7.780823844E-4	-1.578929026E-4	1.449894282E-3
3.2800000000000002	7.671136486E-4	-1.992955322E-3	1.449894282E-3
3.29	7.661449002E-4	-3.028861635E-3	2.334956624E-3
3.3000000000000003	-1.098863336E-4	-3.074767801E-3	2.429894108E-3
3.31	-2.038550818E-4	-3.033799103E-3	1.544831765E-3
3.3200000000000003	-1.948238261E-4	-2.975736533E-3	5.648316035E-4
3.33	6.731449026E-4	-2.933799086E-3	1.354956763E-3
3.34	-1.098863336E-4	-3.760799195E-3	1.449894282E-3
3.35	6.631449173E-4	-2.937767824E-3	2.334956624E-3
3.36	7.471136405E-4	-2.803799121E-3	2.429894108E-3
3.37	-1.298863251E-4	-2.763799021E-3	1.544831765E-3
3.38	-2.148238365E-4	-1.856799029E-3	1.449894282E-3
3.39	6.531448900E-4	1.169607608E-6	2.334956624E-3
3.4	-1.298863251E-4	-6.769241324E-4	1.544831765E-3
3.41	-2.238550711E-4	1.061070827E-4	2.334956624E-3
3.42	-1.099886284E-3	1.085138318E-3	3.314956450E-3
3.43	-3.178238171E-4	2.950133276E-4	1.639769248E-3
3.44	-2.238550711E-4	-6.669241494E-4	1.449894282E-3
3.45	-2.148238365E-4	-2.493924145E-3	2.334956624E-3
3.46	-1.089886301E-3	-2.652830273E-3	2.429894108E-3
3.47	-2.987925784E-4	-2.622830306E-3	2.429894108E-3
3.48	6.721761520E-4	-3.459830230E-3	2.429894108E-3
3.49	-9.768863327E-4	-3.504767966E-3	1.544831765E-3
3.5	5.882073867E-4	-2.587767860E-3	1.449894282E-3
3.5100000000000002	-9.085509487E-5	-2.462830391E-3	2.334956624E-3
3.52	6.831448856E-4	-2.423799039E-3	1.544831765E-3
3.5300000000000002	-9.578550309E-4	-2.392830324E-3	1.449894282E-3
3.54	6.082074038E-4	-6.107678864E-4	2.334956624E-3
3.5500000000000003	-2.707980165E-3	1.323107069E-3	2.429894108E-3
3.56	-1.304698832E-3	3.244075729E-3	1.544831765E-3
3.5700000000000003	-2.197613275E-4	3.384919379E-3	1.449894282E-3
3.58	-9.998862698E-4	4.219981956E-3	1.449894282E-3
3.59	-1.075792544E-3	3.388888098E-3	1.449894282E-3
3.6	-1.931823854E-3	2.377919539E-3	1.449894282E-3
3.61	-2.537300891E-4	1.385982066E-3	2.334956624E-3
3.62	-5.482383113E-5	-4.619866511E-4	1.544831765E-3
3.63	8.131448555E-4	2.261070862E-4	1.449894282E-3
